"书名","nid","测一测上传图片","测一测音频","测一测答案选项","测一测对应的新标准单元","age","category"
"2BU6_ilike","337","http://ilearning.cn/sites/default/files/ceshitupian/2BU6_ilike_0.jpg"," 2BU6_ilike.mp3","I like, I need, I don't like, I have","2B_U6","",""
"2BU6_nothankyou","338","http://ilearning.cn/sites/default/files/ceshitupian/2BU6_nothankyou_0.jpg"," 2BU6_nothankyou.mp3","No, thank you., No, thanks., Yes, please., Yes, I like.","2B_U6","",""
"2BU6_yesplease","339","http://ilearning.cn/sites/default/files/ceshitupian/2BU6_yesplease_0.jpg"," 2BU6_yesplease.mp3","Yes, please., No, thanks., Yes, thank you., No, I don't.","2B_U6","",""
"2BU7_balloon","340","http://ilearning.cn/sites/default/files/ceshitupian/2BU7_balloon_0.jpg"," 2BU7_balloon.mp3","balloon, ball, football, basketball","2B_U7","",""
"2BU7_cake","341","http://ilearning.cn/sites/default/files/ceshitupian/2BU7_cake_0.jpg"," 2BU7_cake.mp3","cake, bread, rice, salad","2B_U7","",""
"2BU7_candles","342","http://ilearning.cn/sites/default/files/ceshitupian/2BU7_candles_0.jpg"," 2BU7_candles.mp3","candles, cake, flame, light","2B_U7","",""
"2BU7_nineten","343","http://ilearning.cn/sites/default/files/ceshitupian/2BU7_nineten_0.jpg"," 2BU7_nineten.mp3","nine, ten, one, two, six, seven, four, five","2B_U7","",""
"2BU8_coat","344","http://ilearning.cn/sites/default/files/ceshitupian/2BU8_coat_0.jpg"," 2BU8_coat.mp3","coat, dress, skirt, shirt","2B_U8","",""
"2BU8_father's day","345","http://ilearning.cn/sites/default/files/ceshitupian/2BU8_father%27s%20day_0.jpg"," 2BU8_father's day.mp3","Father's day, Mother's day, Children's day, Teacher's day","2B_U8","",""
"2BU8_hat","346","http://ilearning.cn/sites/default/files/ceshitupian/2BU8_hat_0.jpg"," 2BU8_hat.mp3","hat, cap, cat, head","2B_U8","",""
"2BU9_it'scold","347","http://ilearning.cn/sites/default/files/ceshitupian/2BU9_it%27scold_0.jpg"," 2BU9_it'scold.mp3","It's cold., It's hot., It's warm., It's snowy.","2B_U9","",""
"2BU9_it'shot","348","http://ilearning.cn/sites/default/files/ceshitupian/2BU9_it%27shot_0.jpg"," 2BU9_it'shot.mp3","It's hot., It's rainy., It's dry., It's wet.","2B_U9","",""
"2BU9_it'ssnowy","349","http://ilearning.cn/sites/default/files/ceshitupian/2BU9_it%27ssnowy_0.jpg"," 2BU9_it'ssnowy.mp3","It's snowy., It's rainy., It's foggy., It's sunny.","2B_U9","",""
"2BU9_it'ssunny","350","http://ilearning.cn/sites/default/files/ceshitupian/2BU9_it%27ssunny_0.jpg"," 2BU9_it'ssunny.mp3","It's sunny., It's rainy., It's funny., It's snowy.","2B_U9","",""
"2BU10_boat","351","http://ilearning.cn/sites/default/files/ceshitupian/2BU10_boat_0.jpg"," 2BU10_boat.mp3","boat, ship, car, plane","2B_U10","",""
"2BU10_drum","352","http://ilearning.cn/sites/default/files/ceshitupian/2BU10_drum_0.jpg"," 2BU10_drum.mp3","drum, guitar, piano, music","2B_U10","",""
"2BU10_kite","353","http://ilearning.cn/sites/default/files/ceshitupian/2BU10_kite_0.jpg"," 2BU10_kite.mp3","kite, cat, knife, kid","2B_U10","",""
"2BU11_down","354","http://ilearning.cn/sites/default/files/ceshitupian/2BU11_down_0.jpg"," 2BU11_down.mp3","down, up, left, right","2B_U11","",""
"2BU11_seesaw","355","http://ilearning.cn/sites/default/files/ceshitupian/2BU11_seesaw.jpg"," 2BU11_seesaw.mp3","seesaw, slide, swing, doll","2B_U11","",""
"2BU11_under","356","http://ilearning.cn/sites/default/files/ceshitupian/2BU11_under_0.jpg"," 2BU11_under.mp3","under, up, behind, over","2B_U11","",""
"2BU11_up","357","http://ilearning.cn/sites/default/files/ceshitupian/2BU11_up_0.jpg"," 2BU11_up.mp3","up, down, over, beside","2B_U11","",""
"2BU12_fast","358","http://ilearning.cn/sites/default/files/ceshitupian/2BU12_fast_0.jpg"," 2BU12_fast.mp3","fast, slow, quick, run","2B_U12","",""
"2BU12_high","359","http://ilearning.cn/sites/default/files/ceshitupian/2BU12_high_0.jpg"," 2BU12_high.mp3","high, low, up, down","2B_U12","",""
"2BU12_slowly","360","http://ilearning.cn/sites/default/files/ceshitupian/2BU12_slowly_0.jpg"," 2BU12_slowly.mp3","slowly, quickly, swim, stand","2B_U12","",""
"1BU1_door","361","http://ilearning.cn/sites/default/files/ceshitupian/1BU1_door_0.jpg"," 1BU1_door.mp3","door, window, floor, desk","1B_U1","",""
"1BU2_Ball","362","http://ilearning.cn/sites/default/files/ceshitupian/1BU2_Ball_0.jpg"," 1BU2_Ball.mp3","ball, tall, bowl, box","1B_U2","",""
"1BU2_car","363","http://ilearning.cn/sites/default/files/ceshitupian/1BU2_car_0.jpg"," 1BU2_car.mp3","car, bike, desk, door","1B_U2","",""
"1BU2_crayon","364","http://ilearning.cn/sites/default/files/ceshitupian/1BU2_crayon_0.jpg"," 1BU2_crayon.mp3","crayon, pencil, pen, car","1B_U2","",""
"1BU3_blue","365","http://ilearning.cn/sites/default/files/ceshitupian/1BU3_blue_0.jpg"," 1BU3_blue.mp3","blue, red, yellow, green","1B_U3","",""
"1BU3_monkey","366","http://ilearning.cn/sites/default/files/ceshitupian/1BU3_monkey_0.jpg"," 1BU3_monkey.mp3","monkey, dog, duck, panda","1B_U3","",""
"1BU3_red","367","http://ilearning.cn/sites/default/files/ceshitupian/1BU3_red_0.jpg"," 1BU3_red.mp3","red, blue, green, yellow","1B_U3","",""
"1BU4_apple","368","http://ilearning.cn/sites/default/files/ceshitupian/1BU4_apple_0.jpg"," 1BU4_apple.mp3","apple, orange, banana, lemon","1B_U4","",""
"1BU4_banana","369","http://ilearning.cn/sites/default/files/ceshitupian/1BU4_banana_0.jpg"," 1BU4_banana.mp3","banana, apple, orange, lemon","1B_U4","",""
"1BU5_pear","370","http://ilearning.cn/sites/default/files/ceshitupian/1BU5_pear_0.jpg"," 1BU5_pear.mp3","pear, apple, banana, orange","1B_U5","",""
"1BU5_strawberry","371","http://ilearning.cn/sites/default/files/ceshitupian/1BU5_strawberry_0.jpg"," 1BU5_strawberry.mp3","strawberry, apple, pear, banana","1B_U5","",""
"1BU5_yellow","372","http://ilearning.cn/sites/default/files/ceshitupian/1BU5_yellow_0.jpg"," 1BU5_yellow.mp3","yellow, red, blue, green","1B_U5","",""
"1BU6_eat","373","http://ilearning.cn/sites/default/files/ceshitupian/1BU6_eat_0.jpg"," 1BU6_eat.mp3","eat, hungry, drink, thirsty","1B_U6","",""
"1BU6_I'm hungry","374","http://ilearning.cn/sites/default/files/ceshitupian/1BU6_I%27m%20hungry_0.jpg"," 1BU6_I'm hungry.mp3","I'm hungry., I'm thirsty., I'm angry., I like bread.","1B_U6","",""
"1BU6_three","375","http://ilearning.cn/sites/default/files/ceshitupian/1BU6_three_0.jpg"," 1BU6_three.mp3","three, one, two, four","1B_U6","",""
"1BU7_card","376","http://ilearning.cn/sites/default/files/ceshitupian/1BU7_card_0.jpg"," 1BU7_card.mp3","card, flower, gift, car","1B_U7","",""
"1BU7_flower","377","http://ilearning.cn/sites/default/files/ceshitupian/1BU7_flower_0.jpg"," 1BU7_flower.mp3","flower, pear, apple, mummy","1B_U7","",""
"1BU7_happy","378","http://ilearning.cn/sites/default/files/ceshitupian/1BU7_happy_0.jpg"," 1BU7_happy.mp3","happy, sad, angry, laugh","1B_U7","",""
"1BU8_clap","379","http://ilearning.cn/sites/default/files/ceshitupian/1BU8_clap_0.jpg"," 1BU8_clap.mp3","clap, jump, swing, walk","1B_U8","",""
"1BU8_jump","380","http://ilearning.cn/sites/default/files/ceshitupian/1BU8_jump_0.jpg"," 1BU8_jump.mp3","jump, run, walk, swim","1B_U8","",""
"1BU8_run","381","http://ilearning.cn/sites/default/files/ceshitupian/1BU8_run_0.jpg"," 1BU8_run.mp3","run, jump, walk, swim","1B_U8","",""
"1BU8_swing","382","http://ilearning.cn/sites/default/files/ceshitupian/1BU8_swing_0.jpg"," 1BU8_swing.mp3","swing, run, jump, walk","1B_U8","",""
"1BU8_wave","383","http://ilearning.cn/sites/default/files/ceshitupian/1BU8_wave_0.jpg"," 1BU8_wave.mp3","wave, clap, jump, run","1B_U8","",""
"1BU9_down","384","http://ilearning.cn/sites/default/files/ceshitupian/1BU9_down_0.jpg"," 1BU9_down.mp3","down, up, town, left","1B_U9","",""
"1BU9_slide","385","http://ilearning.cn/sites/default/files/ceshitupian/1BU9_slide_0.jpg"," 1BU9_slide.mp3","slide, desk, bed, window","1B_U9","",""
"1BU9_up","386","http://ilearning.cn/sites/default/files/ceshitupian/1BU9_up.jpg"," 1BU9_up.mp3","up, down, left, jump","1B_U9","",""
"1BU10_pencil","387","http://ilearning.cn/sites/default/files/ceshitupian/1BU10_pencil_0.jpg"," 1BU10_pencil.mp3","pencil, pen, puppet, pig","1B_U10","",""
"1BU10_please","388","http://ilearning.cn/sites/default/files/ceshitupian/1BU10_please_0.jpg"," 1BU10_please.mp3","please, peace, pen, pencil","1B_U10","",""
"1BU10_puppet","389","http://ilearning.cn/sites/default/files/ceshitupian/1BU10_puppet_0.jpg"," 1BU10_puppet.mp3","puppet, toy, cat, dog","1B_U10","",""
"1BU11_blocks","390","http://ilearning.cn/sites/default/files/ceshitupian/1BU11_blocks_0.jpg"," 1BU11_blocks.mp3","blocks, puppet, doll, car","1B_U11","",""
"1BU11_doll","391","http://ilearning.cn/sites/default/files/ceshitupian/1BU11_doll_0.jpg"," 1BU11_doll.mp3","doll, puppet, car, girl","1B_U11","",""
"1BU11_friend","392","http://ilearning.cn/sites/default/files/ceshitupian/1BU11_friend_0.jpg"," 1BU11_friend.mp3","friend, boy, girl, child","1B_U11","",""
"1BU12_duck","393","http://ilearning.cn/sites/default/files/ceshitupian/1BU12_duck_0.jpg"," 1BU12_duck.mp3","duck, chicken, dog, cat","1B_U12","",""
"1BU12_jacket","394","http://ilearning.cn/sites/default/files/ceshitupian/1BU12_jacket_0.jpg"," 1BU12_jacket.mp3","jacket, coat, jack, warm","1B_U12","",""
"2AU7_brush my teeth","4317","http://ilearning.cn/sites/default/files/ceshitupian/2AU7_brush%20my%20teeth_0.jpg"," 2AU7_brush my teeth.mp3","brush my teeth, wipe my tear, wash my hand, clean my face","2A_U7","",""
"2AU7_comb my hair","4318","http://ilearning.cn/sites/default/files/ceshitupian/2AU7_comb%20my%20hair_0.jpg"," 2AU7_comb my hair.mp3","comb my hair, brush my teeth, brush my teeth, clean my face","2A_U7","",""
"2AU7_wash my face","4319","http://ilearning.cn/sites/default/files/ceshitupian/2AU7_wash%20my%20face_0.jpg"," 2AU7_wash my face.mp3","wash my face, wash my hands, brush my teeth, comb my hair","2A_U7","",""
"2AU7_wash my hand","4320","http://ilearning.cn/sites/default/files/ceshitupian/2AU7_wash%20my%20hands_0.jpg"," 2AU7_wash my hands.mp3","wash my hand, comb my hair, brush my teeth, wash my face","2A_U7","",""
